,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,Okha,53.57,142.95,46.26,87,42,8.86,RU,1598811407
369,Mushie,-3.02,16.9,84.65,55,91,3.47,CD,1598811407
370,Myre,69.1,15.95,46.4,70,94,10.29,NO,1598811407
371,Sinegor'ye,62.08,150.48,36.48,78,0,3.8,RU,1598811128
372,Sorong,-0.88,131.25,77.34,89,36,8.59,ID,1598811408
373,Barra Patuca,15.8,-84.28,87.3,61,17,10.29,HN,1598811408
374,Bairnsdale,-37.83,147.62,48.0,82,72,1.99,AU,1598811408
375,Daru,-9.08,143.21,77.38,88,100,17.81,PG,1598811409
376,Pevek,69.7,170.31,36.28,86,66,3.31,RU,1598811128
377,Lázaro Cárdenas,17.96,-102.2,82.54,80,100,6.91,MX,1598811409
378,Kaitangata,-46.28,169.85,55.99,39,100,11.99,NZ,1598811409
379,Tessalit,20.2,1.01,92.01,40,56,14.36,ML,1598811409
380,Maningrida,-12.07,134.27,73.9,73,58,10.25,AU,1598811410
381,Tuatapere,-46.13,167.68,45.0,72,57,11.01,NZ,1598811410
382,Aksu,41.12,80.26,73.65,35,47,3.76,CN,1598811410
383,Luanda,-8.84,13.23,69.8,83,20,10.29,AO,1598811410
384,Gull Lake,50.1,-108.48,62.6,29,1,21.92,CA,1598811362
385,Lima,-12.04,-77.03,64.4,72,90,4.7,PE,1598811145
386,Zawadzkie,50.6,18.48,73.0,82,88,8.99,PL,1598811411
387,Houma,29.6,-90.72,73.4,100,90,8.05,US,1598811285
388,Palembang,-2.92,104.75,74.89,92,67,3.8,ID,1598811411
389,Korla,41.76,86.15,75.99,61,6,3.0,CN,1598811255
390,Damaturu,11.75,11.96,78.89,73,17,7.23,NG,1598811412
391,Kavaratti,10.57,72.64,82.38,78,63,11.63,IN,1598811412
392,Boddam,57.47,-1.78,53.6,76,20,5.82,GB,1598811412
393,Trairi,-3.28,-39.27,86.36,51,49,18.72,BR,1598811412
394,Urengoy,65.97,78.37,42.98,89,3,4.88,RU,1598811412
395,Suihua,46.64,127.0,58.59,89,100,8.88,CN,1598811413
396,Marawi,8.0,124.29,75.99,85,100,5.01,PH,1598811413
397,Jacareacanga,-6.22,-57.75,96.66,35,42,7.58,BR,1598811413
398,Srbobran,45.55,19.8,86.79,28,18,10.25,RS,1598811414
399,Nagapattinam,10.77,79.83,83.17,80,91,12.26,IN,1598811414
400,Puerto Escondido,15.85,-97.07,86.0,55,40,6.93,MX,1598811414
401,Sunndalsøra,62.68,8.55,53.6,58,20,9.17,NO,1598811414
402,Norfolk,42.17,-71.25,78.01,47,0,17.22,US,1598811271
403,Charters Towers,-20.1,146.27,57.45,94,4,7.78,AU,1598811415
404,Yar-Sale,66.83,70.83,38.98,90,47,8.39,RU,1598811415
405,Abu Samrah,35.3,37.18,87.01,19,0,9.86,SY,1598811415
406,Flin Flon,54.77,-101.86,59.0,62,75,11.41,CA,1598811361
407,Waddān,29.16,16.14,91.38,15,0,8.93,LY,1598811415
408,Batagay-Alyta,67.8,130.41,43.23,74,97,2.15,RU,1598811416
409,Great Bend,38.36,-98.76,82.0,78,90,9.17,US,1598811416
410,Naze,28.37,129.48,82.4,88,20,6.93,JP,1598811272
411,Lodja,-3.48,23.43,73.18,91,97,3.6,CD,1598811416
412,Bairiki Village,1.33,172.98,82.4,78,40,4.7,KI,1598811417
413,‘Āhuimanu,21.44,-157.84,82.0,65,20,13.87,US,1598811417
414,Freeport,40.66,-73.58,80.01,41,75,14.99,US,1598811130
415,Fasa,28.94,53.65,84.2,13,0,6.93,IR,1598811417
416,Lucapa,-8.42,20.74,77.0,59,93,3.38,AO,1598811417
417,Ust'-Omchug,61.15,149.63,34.93,82,0,3.27,RU,1598811418
418,Petatlán,17.52,-101.27,82.4,74,75,11.41,MX,1598811418
419,El Cobre,20.05,-75.95,87.8,66,20,6.93,CU,1598811418
420,Tiksi,71.69,128.87,41.67,89,1,7.81,RU,1598811418
421,Dwārka,22.24,68.97,81.91,83,100,19.24,IN,1598811419
422,Chapada dos Guimarães,-15.46,-55.75,104.0,8,0,5.82,BR,1598811419
423,Poladpur,17.98,73.47,76.19,86,100,3.2,IN,1598811419
424,Champerico,14.3,-91.92,91.4,55,20,6.93,GT,1598811419
425,Arona,28.1,-16.68,77.0,53,40,25.28,ES,1598811420
426,Ligayan,4.65,119.47,84.49,70,52,6.24,PH,1598811420
427,Port Hardy,50.7,-127.42,55.4,87,90,10.29,CA,1598811420
428,Jacqueville,5.21,-4.41,78.8,83,20,10.29,CI,1598811421
429,Vostok,46.49,135.88,47.66,80,85,4.38,RU,1598811421
430,Alyangula,-13.85,136.42,78.8,65,90,5.82,AU,1598811421
431,Qaqortoq,60.72,-46.03,53.6,58,100,1.12,GL,1598811421
432,Hasaki,35.73,140.83,77.0,100,40,1.12,JP,1598811421
433,Cockburn Town,21.46,-71.14,87.8,62,40,12.75,TC,1598811422
434,Riyadh,24.69,46.72,95.0,17,17,2.24,SA,1598811379
435,Hoquiam,46.98,-123.89,64.0,77,1,10.29,US,1598811422
436,Samarai,-10.62,150.67,78.48,87,75,17.69,PG,1598811422
437,La Palma,33.85,-118.05,78.01,60,1,3.36,US,1598811423
438,Petropavlovsk-Kamchatskiy,53.05,158.65,41.0,100,79,8.95,RU,1598811423
439,Artyom,40.47,50.33,77.0,61,32,2.24,AZ,1598811423
440,Atambua,-9.11,124.89,69.6,86,27,5.88,ID,1598811423
441,Cap Malheureux,-19.98,57.61,70.0,79,0,8.99,MU,1598811424
442,Moerbeke,51.19,3.95,62.01,69,80,3.0,BE,1598811424
443,Ternate,0.8,127.4,80.06,80,75,2.68,ID,1598811424
444,Andenes,69.31,16.12,46.4,70,100,10.29,NO,1598811424
445,São Félix do Xingu,-6.64,-51.99,102.92,18,2,6.2,BR,1598811424
446,Bani Walid,31.76,13.99,85.06,38,0,17.6,LY,1598811425
447,Goderich,43.75,-81.72,73.0,78,44,5.01,CA,1598811425
448,Hirara,24.8,125.28,83.79,80,9,21.36,JP,1598811425
449,Kiama,-34.68,150.87,64.0,55,58,1.01,AU,1598811425
450,Alta Floresta,-9.88,-56.09,96.8,34,20,3.36,BR,1598811426
451,Donskoye,45.46,41.97,73.4,33,0,11.18,RU,1598811426
452,Pavlivka,49.44,28.46,75.2,50,0,8.95,UA,1598811426
453,Mount Gambier,-37.83,140.77,41.0,86,40,5.82,AU,1598811426
454,Maceió,-9.67,-35.74,82.4,61,75,12.75,BR,1598811239
455,Codrington,-38.27,141.97,45.55,73,58,10.09,AU,1598811427
456,Beatrice,40.27,-96.75,78.8,54,40,13.87,US,1598811427
457,Husavik,66.04,-17.34,60.8,59,75,24.16,IS,1598811427
458,Dikson,73.51,80.55,41.38,96,100,16.6,RU,1598811427
459,Shizunai-furukawachō,42.33,142.37,56.97,87,100,6.87,JP,1598811428
460,Mishelevka,52.86,103.17,54.39,92,99,9.78,RU,1598811428
461,Gorontalo,0.54,123.06,74.79,87,56,3.36,ID,1598811428
462,Dunn,44.95,-91.88,73.99,49,40,10.29,US,1598811428
463,The Valley,18.22,-63.06,87.8,62,40,18.34,AI,1598811214
464,Luau,-10.71,22.22,79.97,46,70,5.97,AO,1598811429
465,Omboué,-1.57,9.26,74.8,83,75,10.67,GA,1598811429
466,Bereda,43.27,-7.54,61.0,63,12,11.01,ES,1598811429
467,Paita,-5.09,-81.11,68.2,69,92,16.15,PE,1598811429
468,Shenjiamen,29.96,122.3,80.4,90,1,7.58,CN,1598811430
469,Stepnogorsk,52.35,71.89,67.98,49,12,2.89,KZ,1598811430
470,Villa Carlos Paz,-31.42,-64.5,61.0,37,21,5.82,AR,1598811430
471,Tāybād,34.74,60.78,70.95,27,0,14.58,IR,1598811430
472,Kondinskoye,59.65,67.41,66.06,83,49,11.05,RU,1598811431
473,Ust-Nera,64.57,143.2,44.29,76,96,0.92,RU,1598811431
474,Vágur,61.47,-6.81,51.46,86,94,9.55,FO,1598811431
475,Ola,59.58,151.28,44.26,64,0,4.14,RU,1598811431
476,Kalianget,-7.05,113.93,79.11,72,64,11.43,ID,1598811432
477,Fortuna,40.6,-124.16,66.0,63,1,6.93,US,1598811432
478,Katherine,-14.47,132.27,77.0,50,76,6.93,AU,1598811432
479,Merrill,45.18,-89.68,69.8,52,75,5.21,US,1598811432
480,Baganga,7.57,126.56,78.04,78,100,7.54,PH,1598811432
481,Alofi,-19.06,-169.92,66.2,100,36,3.36,NU,1598811433
482,Kirensk,57.79,108.11,53.42,79,94,1.86,RU,1598811433
483,Imbituba,-28.24,-48.67,73.4,64,20,25.28,BR,1598811364
484,Itacaré,-14.28,-39.0,82.4,74,40,10.29,BR,1598811433
485,Kadaya,50.93,119.29,50.63,100,100,4.21,RU,1598811434
486,Ketchikan,55.34,-131.65,53.6,100,90,13.87,US,1598811434
487,La Orilla,17.98,-102.23,82.29,81,100,6.8,MX,1598811434
488,Pasni,25.26,63.47,81.9,83,35,17.13,PK,1598811435
489,Mahajanga,-15.72,46.32,75.2,78,20,2.24,MG,1598811435
490,Rūdbār,30.15,62.6,81.34,16,0,17.67,AF,1598811435
491,Virginia Beach,36.85,-75.98,86.0,51,40,8.05,US,1598811243
492,Dhidhdhoo,6.88,73.1,83.3,76,68,9.66,MV,1598811435
493,Ojinaga,29.57,-104.42,96.8,25,1,4.7,MX,1598811436
494,Anadyr,64.75,177.48,35.01,86,20,6.71,RU,1598811436
495,Marana,32.44,-111.23,90.0,47,19,3.02,US,1598811297
496,Niamey,13.51,2.11,84.2,70,20,4.7,NE,1598811436
497,Bintulu,3.17,113.03,78.8,94,40,2.73,MY,1598811437
498,Namie,37.48,141.0,77.0,89,96,10.45,JP,1598811437
499,Faanui,-16.48,-151.75,76.51,76,14,23.55,PF,1598811437
500,Cabatuan,10.88,122.49,77.77,83,100,5.21,PH,1598811437
501,Berlevåg,70.86,29.09,46.4,93,75,6.93,NO,1598811438
502,Kodinsk,58.69,99.18,51.15,87,77,1.14,RU,1598811438
503,Prince Rupert,54.32,-130.32,53.6,93,90,11.41,CA,1598811371
504,Wajir,1.75,40.06,86.0,45,28,20.69,KE,1598811438
505,Caravelas,-17.71,-39.25,79.56,68,40,9.86,BR,1598811438
506,Clyde River,70.47,-68.59,48.2,81,1,14.99,CA,1598811439
507,Assiut,27.18,31.18,95.0,26,0,9.17,EG,1598811439
508,Vila Velha,-20.33,-40.29,80.6,74,20,16.11,BR,1598811140
509,San Cristobal,7.77,-72.22,86.0,58,40,9.17,VE,1598811440
510,Tall Kayf,37.08,41.07,87.87,13,0,6.58,TR,1598811440
511,Shimoda,34.67,138.95,72.0,93,19,3.04,JP,1598811440
512,Benguela,-12.58,13.41,68.36,79,3,5.08,AO,1598811440
513,Chumikan,54.72,135.31,49.37,73,65,4.34,RU,1598811440
514,Otuzco,-7.9,-78.58,61.81,50,34,9.78,PE,1598811441
515,Yaan,7.38,8.57,75.97,92,26,4.29,NG,1598811441
516,Aykhal,66.0,111.5,48.2,66,90,2.24,RU,1598811441
517,Poum,-20.23,164.02,68.81,70,49,12.21,NC,1598811441
518,Sosnogorsk,63.6,53.88,55.24,95,77,6.76,RU,1598811442
519,Bagé,-31.33,-54.11,51.8,76,75,9.17,BR,1598811207
520,Haines Junction,60.75,-137.51,46.8,75,100,4.14,CA,1598811442
521,Wanning,18.8,110.4,79.0,82,68,2.86,CN,1598811442
522,Barsovo,61.17,73.17,59.0,100,40,8.95,RU,1598811443
523,São José da Coroa Grande,-8.9,-35.15,79.36,71,9,11.1,BR,1598811443
524,Mossoró,-5.19,-37.34,93.74,32,41,16.08,BR,1598811443
525,Olafsvik,64.89,-23.71,52.68,92,100,26.15,IS,1598811443
526,Yatou,37.15,122.38,73.4,96,12,5.39,CN,1598811444
527,Bakāni,24.28,76.23,73.69,90,59,10.83,IN,1598811444
528,Paraíso,9.84,-83.87,80.6,54,75,11.41,CR,1598811444
529,Frederikshavn,57.44,10.54,60.01,74,13,1.99,DK,1598811444
530,Tchibanga,-2.85,11.03,74.37,78,71,6.58,GA,1598811445
531,Minusinsk,53.71,91.69,53.6,93,26,2.08,RU,1598811445
532,Havøysund,71.0,24.66,48.2,70,40,20.8,NO,1598811445
533,Hualmay,-11.1,-77.61,66.51,66,93,9.98,PE,1598811445
534,Ust'-Kulom,61.69,53.69,53.15,94,94,5.97,RU,1598811446
535,Nishifukuma,33.77,130.47,82.4,78,20,4.7,JP,1598811446
536,Chamba,32.57,76.13,71.94,73,48,1.5,IN,1598811446
537,Roebourne,-20.78,117.13,74.34,39,0,5.91,AU,1598811446
538,Wasilla,61.58,-149.44,55.99,71,1,3.36,US,1598811153
539,Bacolod City,10.67,122.95,79.59,84,100,9.13,PH,1598811447
540,Papetoai,-17.5,-149.87,78.01,65,20,4.7,PF,1598811447
541,Antofagasta,-23.65,-70.4,59.0,67,90,12.75,CL,1598811447
542,Natal,-5.79,-35.21,86.0,51,20,20.8,BR,1598811447
543,Inhambane,-23.86,35.38,77.0,83,40,6.93,MZ,1598811448
544,Palenque/Temp,17.52,-91.97,91.4,66,20,2.33,MX,1598811448
545,Carutapera,-1.2,-46.02,87.03,57,69,12.91,BR,1598811448
546,Arvin,35.21,-118.83,89.01,29,0,4.0,US,1598811448
547,Esim,4.87,-2.24,76.21,81,89,10.13,GH,1598811448
548,San Miguel de Tucumán,-26.82,-65.22,53.6,58,90,9.17,AR,1598811272
549,Vanavara,60.34,102.28,49.01,90,23,2.82,RU,1598811449
550,Acapulco de Juárez,16.86,-99.89,86.0,66,40,4.7,MX,1598811304
551,Mattru,7.62,-11.83,75.36,92,100,5.57,SL,1598811449
552,Nakhon Thai,17.1,100.84,76.62,85,99,2.17,TH,1598811450
553,Tadine,-21.55,167.88,64.42,71,44,11.95,NC,1598811450
554,Yurkivka,49.01,31.1,74.93,33,0,6.02,UA,1598811450
555,Fjerritslev,57.08,9.27,60.01,72,0,11.99,DK,1598811450
556,Marsh Harbour,26.54,-77.06,86.05,66,97,9.91,BS,1598811450
557,Ningyang,35.76,116.79,76.21,83,95,1.5,CN,1598811451
558,Kungurtug,50.6,97.52,45.46,86,97,1.23,RU,1598811451
559,Zyryanovsk,49.74,84.27,53.74,71,0,1.54,KZ,1598811451
560,Rock Sound,24.9,-76.2,83.82,65,53,4.05,BS,1598811451
561,Chetwayi,10.53,76.05,82.4,78,40,6.93,IN,1598811452
562,Koslan,63.46,48.9,49.91,87,100,4.59,RU,1598811452
563,Gijang,35.24,129.21,80.6,69,75,10.29,KR,1598811452
